brachial_waveform,dc_cuff_pressure,cuff_pressure_oscillations
66.4577291067017,141.099389270315,-0.0967648215263375
66.4189842582001,141.089912167419,-0.0921985004444393
66.4010180050392,141.08043411232,-0.0873880016550754
66.4058022103385,141.070955155452,-0.0823372473763576
66.4352759642825,141.061475347073,-0.0770508181278564
66.4913227037125,141.051994737269,-0.0715339533279325
66.5757469830832,141.042513375948,-0.0657925500101402
66.6902512244714,141.033031312844,-0.0598331596103993
66.836412787103,141.023548597513,-0.0536629827819127
67.0156617037637,141.01406527933,-0.047289862200879
67.2292594316869,141.004581407496,-0.0407222733328456
67.4782789585381,140.995097031027,-0.0339693131369432
67.7635865898114,140.985612198763,-0.0270406866930634
68.0858257226587,140.976126959359,-0.0199466917451868
68.445402883442,140.966641361289,-0.0126982011624437
68.8424762727909,140.957155452845,-0.00530664332812377
69.2769470233986,140.947669282133,0.002216019524287
69.7484533331665,140.938182897075,0.00985731499988012
70.2563675908769,140.928696345407,0.0176042862185006
70.7997965647027,140.91920967468,0.0254435194315339
71.3775846768008,140.909722932257,0.0333611735229837
71.9883203410599,140.900236165311,0.0413430113288378
72.6303452968114,140.890749420829,0.0493744326989189
73.3017668300013,140.881262745608,0.0574405092155597
74.0004727357245,140.871776186253,0.0655260204736296
74.7241488425441,140.86228978918,0.0736154918167846
75.4702988896415,140.852803600611,0.081693233415446
76.2362665222858,140.843317666576,0.0897433805631037
77.0192591489135,140.833832032912,0.0977499350592065
77.8163733837668,140.824346745261,0.105696807539271
78.6246217821261,140.814861849069,0.113567860606003
79.4409605603546,140.805377389588,0.121346952609224
80.2623179800362,140.795893411873,0.129017981917321
81.0856230644479,140.78640996078,0.136564931518665
81.9078343068048,140.77692708097,0.143971913788088
82.7259680239128,140.767444816904,0.151223215250995
83.5371260069738,140.757963212843,0.158303341176087
84.3385221242141,140.748482312847,0.165197059827005
85.1275075384839,140.739002160778,0.17188944620344
85.9015942175718,140.729522800294,0.178365925103406
86.6584764360792,140.720044274852,0.184612313340405
87.3960499954264,140.710566627707,0.190614860952191
88.1124289226896,140.701089901908,0.19636029124181
88.8059594487973,140.691614140303,0.201835839496427
89.4752311109958,140.682139385533,0.207029290235247
90.1190848718052,140.672665680035,0.211929012844518
90.7366181950946,140.663193066041,0.216523995465237
91.3271870675799,140.653721585574,0.22080387700772
91.8904049995004,140.644251280454,0.224758977176632
92.42613908034,140.634782192291,0.228380324400266
92.9345032034464,140.625314362488,0.231659681568685
93.415848606799,140.61584783224,0.23458956949663
93.8707519059315,140.60638264253,0.237163288038784
94.3000008195271,140.596918834135,0.239374934796818
94.7045778090232,140.58745644762,0.241219421369547
95.0856418711299,140.577995523339,0.242692487109307
95.4445087368104,140.568536101436,0.243790710359213
95.7826297423711,140.559078221842,0.244511517157136
96.1015696482589,140.549621924275,0.244853187403072
96.4029836891929,140.540167248244,0.244814858496965
96.6885941452503,140.530714233041,0.244396526464105
96.9601667271784,140.521262917747,0.243599044594896
97.2194870701604,140.511813341228,0.242424119635186
97.4683376281979,140.502365542135,0.240874305572529
97.7084752558769,140.492919558906,0.238952995072743
97.9416097552198,140.483475429763,0.23666440863008
98.1693836523367,140.474033192711,0.234013581503127
98.3933534515455,140.464592885542,0.231006348517162
98.6149725936404,140.455154545829,0.227649326821982
98.8355763203956,140.445718210927,0.223949896701824
99.0563686196218,140.436283917978,0.219916180540826
99.2784113945719,140.426851703902,0.215557020053103
99.5026159685665,140.417421605403,0.210881951890946
99.7297370007321,140.407993658966,0.205901181747575
99.9603688521781,140.398567900857,0.200625557072604
100.194944404455,140.389144367124,0.195066538518718
100.433736294645,140.379723093593,0.189236170237391
100.676860494799,140.370304115874,0.183147049139719
100.924282128375,140.360887469354,0.176812293235785
101.175823383405,140.3514731892,0.170245509162589
101.431173351683,140.342061310359,0.163460759006602
101.689899595795,140.332651867556,0.15647252652271
101.951461221407,140.323244895296,0.149295682846783
102.215223211428,140.31384042786,0.141945451794486
102.480471761874,140.30443849931,0.134437374834301
102.746430347392,140.295039143484,0.126787275817996
103.01227623787,140.285642393998,0.119011225547019
103.277157186601,140.276248284245,0.111125506248525
103.540208014701,140.266856847397,0.103146576030083
103.800566825538,140.2574681164,0.0950910333775717
104.057390596173,140.248082123978,0.0869755817565372
104.309869909992,140.238698902632,0.0788169943732847
104.557242615269,140.229318484638,0.0706320791483846
104.7988062178,140.219940902049,0.062437643952012
105.033928841151,140.210566186693,0.0542504621476944
105.262058614912,140.201194370173,0.0460872384885766
105.482731379109,140.191825483869,0.037964575408223
105.695576621042,140.182459558934,0.0298989397462256
105.900321588797,140.173096626299,0.021906629947428
106.096793552807,140.163736716667,0.0140037437723505
106.28492021299,140.154379860517,0.0062061465553233
106.464728273961,140.145026088102,-0.00147055995414196
106.636340234858,140.13567542945,-0.00901106813215083
106.799969463624,140.126327914363,-0.0164003943696758
106.955913648245,140.116983572417,-0.0236239082773255
107.104546739472,140.107642432962,-0.0306673611733527
107.246309521073,140.09830452512,-0.0375169138231084
107.381698964327,140.08896987779,-0.0441591633984489
107.511256543253,140.079638519643,-0.0505811696256843
107.635555705246,140.070310479123,-0.0567704800904745
107.755188707842,140.060985784449,-0.0627151546675455
107.870753045508,140.051664463613,-0.0684037890421996
107.982837699987,140.042346544382,-0.0738255372893599
108.092009453253,140.033032054294,-0.0789701334744833
108.198799502831,140.023721020662,-0.0838279122392683
108.303690614678,140.014413470574,-0.0883898283338027
108.407105038763,140.005109430889,-0.0926474750557106
108.509393397218,139.995808928241,-0.0965931015559652
108.610824735232,139.986511989038,-0.100219628970291
108.711577901698,139.977218639462,-0.103520665334464
108.811734401129,139.967928905468,-0.106490519241338
108.911272831561,139.958642812785,-0.109124212197113
109.010064996043,139.949360386916,-0.111417489634318
109.107873748955,139.940081653138,-0.113366830539215
109.204352613169,139.930806636502,-0.114969455651949
109.299047180551,139.921535361832,-0.116223334198664
109.391398286261,139.912267853728,-0.117127189116057
109.480746926608,139.903004136561,-0.117680500730298
109.566340870301,139.893744234479,-0.117883508854048
109.647342893411,139.884488171403,-0.117737213267329
109.722840548972,139.875235971028,-0.117243372550317
109.79185736274,139.865987656824,-0.116404501238728
109.853365326982,139.856743252035,-0.115223865275403
109.906298544219,139.847502779681,-0.113705475734893
109.949567852629,139.838266262556,-0.111854080801455
109.982076244793,139.829033723229,-0.109675155984683
110.002734872263,139.819805184043,-0.107174892561195
110.010479410825,139.810580667118,-0.104360184235409
110.004286546324,139.801360194348,-0.101238612017412
109.983190329375,139.792143787402,-0.0978184273213911
109.946298140357,139.782931467727,-0.0941085332938954
109.892806004372,139.773723256542,-0.0901184643873107
109.822013000165,139.764519174845,-0.0858583642002935
109.73333451774,139.755319243409,-0.0813389616134544
109.626314136559,139.746123482783,-0.0765715452552529
109.500633919378,139.736931913293,-0.0715679363398126
109.356122944778,139.727744555041,-0.0663404599251381
109.192763933062,139.718561427905,-0.0609019146469703
109.01069785391,139.709382551542,-0.055265540990207
108.810226438797,139.700207945384,-0.0494449881664116
108.591812555609,139.691037628642,-0.0434542796723883
108.356078436462,139.681871620303,-0.0373077776110859
108.10380178225,139.672709939133,-0.0310201458621801
107.835909798722,139.663552603676,-0.0246063121955354
107.553471249056,139.654399632253,-0.0180814294263431
107.257686636464,139.645251042965,-0.0114608357160416
106.949876656959,139.636106853692,-0.00476001412812839
106.631469086414,139.626967082091,0.00200544844735714
106.30398428719,139.617831745602,0.00881990288258106
105.969019537763,139.608700861441,0.0156676797918465
105.628232404011,139.599574446608,0.0225331317771077
105.283323382996,139.590452517881,0.0294006758103171
104.936018059005,139.581335091819,0.0362548356211331
104.588049017015,139.572222184762,0.0430802839562353
104.241137760372,139.563113812833,0.0498618845746669
103.896976877363,139.554009991935,0.0565847338422687
103.557212695538,139.544910737754,0.0632342017873944
103.223428652797,139.535816065759,0.0697959724797162
102.897129600208,139.526725991201,0.0762560835940568
102.579727232918,139.517640529115,0.082600965021824
102.272526823018,139.508559694319,0.0888174763937882
101.976715402813,139.499483501415,0.0948929433796426
101.693351520273,139.490411964791,0.100815192632019
101.423356661789,139.481345098617,0.106572585245416
101.167508411738,139.47228291685,0.112154048603821
100.926435394077,139.463225433231,0.117549106494684
100.700614018376,139.454172661288,0.122747907371344
100.490367031347,139.445124614334,0.12774125065096
100.295863854953,139.436081305471,0.132520610940567
100.117122673538,139.427042747585,0.137078160089895
99.9540142148425,139.41800895335,0.141406786976235
99.8062671531348,139.408979935228,0.145500114933737
99.6734750467673,139.399955705469,0.14935251674716
99.555104707204,139.390936276111,0.152959127138253
99.4505058815828,139.381921658983,0.15631585268151
99.3589221159079,139.372911865701,0.159419379095151
99.2795026508597,139.363906907673,0.162267175862647
99.2113151871854,139.354906796095,0.164857498149992
99.1533593432833,139.345911541955,0.167189385994211
99.1045806146858,139.336921156034,0.16926266074914
99.0638846344347,139.327935648903,0.171077918785422
99.0301515256578,139.318955030925,0.172636522452729
99.002250133973,139.309979312255,0.173940588323555
98.9790519286933,139.301008502845,0.174992972749321
98.9594443688952,139.292042612438,0.175797254771027
98.9423435432807,139.28308165057,0.176357716438173
98.9267059106573,139.274125626576,0.176679320601095
98.9115389896449,139.265174549584,0.176767686253071
98.8959108706648,139.256228428517,0.176629061509616
98.8789584493316,139.247287272098,0.176270294323043
98.8598943070964,139.238351088844,0.17569880104077
98.8380121915359,139.229419887071,0.174922532925874
98.8126910743987,139.220493674891,0.173949940768183
98.7833977899497,139.211572460218,0.172789937723637
98.7496882789689,139.202656250764,0.171451860528824
98.7112074846085,139.193745054039,0.169945429246238
98.6676879647267,139.184838877355,0.168280705703911
98.6189473009012,139.175937727825,0.166468050800414
98.5648843969699,139.167041612362,0.164518080852805
98.505474770025,139.158150537682,0.162441623170733
98.440764944953,139.149264510302,0.160249671044767
98.3708660704511,139.140383536545,0.157953338340796
98.2959468802027,139.131507622535,0.155563813895155
98.2162261275548,139.122636774202,0.153092315906751
98.1319646256289,139.113770997278,0.150550046522839
98.0434570274482,139.104910297304,0.147948146814333
97.9510234823557,139.096054679626,0.145297652334623
97.8550013053678,139.087204149397,0.142609449453101
