Wav_id,H_MaxP,A_MaxP,H_Max,A_Max,AUO_Left_H_70,AUO_Right_H_50,AUO_Right_H_60,AUO_Right_H_70,AUO_Left_A_70,AUO_Right_A_50,AUO_Right_A_60,AUO_Right_A_70,W_Left_H_70,W_Right_H_50,W_Right_H_60,W_Right_H_70,W_Left_A_70,W_Right_A_50,W_Right_A_60,W_Right_A_70,Mean_beat_highcP,Mean_beat_lowcP,Mean_beat_medcP,Mean_beat_Slope_until_50,Mean_beat_Slope_until_70
11,89.2307241089622,85.5759765944343,4.64381121886403,1.98307814467691,3.38059995493261,9.33917474340252,6.27124950401966,3.8655644174561,2.1989291811582,7.99538202708405,5.34230544585828,3.00898150661119,16.4463638153757,34.7201013880154,29.2379801162235,23.7558588444316,11.8779294222158,30.1516669948554,24.6695457230635,19.1874244512716,0.30368873242593,0.440085124489686,0.418191164464832,16.0604070704619,18.1780793264151
12,89.4225738246305,83.060431624717,4.60191775707348,1.86146599044541,3.74846831705504,8.87452677327498,6.51249521645252,4.13820521558177,2.14009845365991,8.86230056165004,5.80619989711442,3.37302360752672,18.2911588247513,30.2201754495891,27.0391043496324,22.2674976996972,11.9290166248378,31.8107109995675,27.0391043496324,22.2674976996972,0.350772042180906,0.464599279831894,0.387198664585354,17.142253935625,19.7066905425
13,119.612711844705,101.868184530351,1.61769221777989,0.619347094283147,6.15500861909206,11.4303025071365,7.06780154246872,5.05707110728022,2.61290393066235,14.0816354334934,10.1381907877181,5.41882755768356,31.6866559184896,41.8263858124062,38.0239871021875,31.6866559184895,15.209594840875,55.7685144165416,49.4311832328437,40.5589195756666,0.389892336687466,0.531517840039086,0.401606008913337,10.3573628077796,11.5358205353371
14,95.5072520531308,94.3768466978937,1.98254021286827,0.6549207870475,3.33935599200931,8.16481170893363,4.96611928624243,2.83355946562226,2.95662668605154,6.25337554055068,4.00576384030344,2.07635282490223,16.9560803285564,33.9121606571128,29.3905392361645,24.8689178152161,15.8256749733193,29.3905392361644,22.6081071047419,13.5648642628451,0.332427728471868,0.470735167081733,0.434714323605257,9.73894906514084,10.7684587992331
15,96.0575882947497,95.0769572989282,2.20842611277355,0.704534419551374,3.07946956846863,8.19546569256001,4.92061194740809,2.20661607812631,2.79014638461998,5.9643750368625,3.54408133793236,2.07758432725916,16.6707269289656,37.2639778412173,26.4770368871807,22.5545129038946,15.6900959331441,27.4576678830022,24.5157748955376,13.7288339415011,0.294915512400853,0.429100235356196,0.439961350632437,10.2818697621339,11.5415031872926
16,90.5523689243788,90.5523689243788,4.77912873796388,2.02116535169943,1.71479322184896,7.81185087535579,4.94173982179177,3.00226744369247,1.73161340826127,5.19768653249337,3.56805247063797,1.93708611947123,9.66529143302924,28.9958742990877,25.4812228688952,21.0879085811547,9.66529143302924,21.0879085811547,17.5732571509622,13.1799428632217,0.307992501342493,0.500448631763124,0.463384838802334,17.3775968464512,19.4274121422559
17,95.6306989287756,89.879594964226,4.48885263708826,1.91334863333455,3.36814642177689,6.38083820862004,4.17405098097955,2.37543337587849,2.02317307208695,6.47447750440504,4.21815543023983,2.7120093798857,16.53442389808,23.723303853767,20.8477518714922,16.53442389808,10.7833199335304,23.0044158581983,18.6910878847861,15.8155359025113,0.343051629226529,0.501371323920797,0.414851569097858,19.1395668053406,21.5698744158878
18,91.0832534847487,91.0832534847487,4.84304545981477,2.11488014806674,1.99098326949823,7.91107413143555,5.31344739864566,3.37618816409053,2.20118744569698,5.58629924013155,3.44915696995488,1.90994515074001,11.2000015332824,29.8666707554198,27.3777815258015,23.644447681374,11.2000015332824,22.4000030665648,17.4222246073282,13.6888907629007,0.325080117595152,0.495714471454374,0.462866354039825,16.5850572183099,19.2117915857381
19,91.1813782981374,89.5732612469833,5.47419218791038,2.24149152388014,2.60677986916601,6.99454340945554,4.57167113506028,2.47593057403933,2.24968522939655,5.68959359186246,3.84156998729918,2.36068993593476,13.6689949348101,26.5339313440432,21.7095801905808,16.8852290371184,12.060877883656,20.9055216650037,16.8852290371184,13.6689949348101,0.336056482864649,0.474616261817807,0.426923394301,19.1990064538043,21.9250465088664
20,83.8281079707101,78.9598200520685,5.59409751042307,2.32744504082054,2.74365835231898,7.85380685846606,5.08069327051589,3.09070473116893,1.63306368767317,6.06441787569852,4.14471914309146,2.38091971342927,13.6312061721967,31.1570426793066,26.288754760665,20.446809258295,8.76291825355499,21.4204668420233,18.4994940908383,15.5785213396533,0.285018110091676,0.519205140998816,0.434130465411723,18.0077643378455,18.4610329605139
21,84.8761349503839,77.5819329925475,5.5324707798512,2.35356198618216,4.18825983255303,8.34945848858366,5.33218564674323,3.0320616139026,1.96851070901129,7.45876731344625,4.7376594151585,2.94041577633677,18.6407383366929,30.7977415997536,26.7454071787334,22.6930727577131,9.72560261044849,27.5558740629374,21.0721389893051,17.8302714524889,0.256990463754485,0.466254270379454,0.423480754330858,17.0307211656593,18.293476674881
22,72.4253441010431,72.4253441010431,5.8494211793275,2.30782928064064,1.66079944655869,9.57136393134163,6.39957039121501,3.8494238791496,1.55230900831122,4.88699665109546,2.81437116008706,1.63514279434982,9.55658772542135,33.0136666878192,26.932201771642,23.4570789623979,8.68780702311032,21.7195175577758,17.3756140462206,12.1629298323545,0.289353710909403,0.467614640491083,0.468637161636174,17.2388136611149,17.8922151815668
